Cnty,Pol,Child Cust,Voy,ATD,ETD,Bk,Clp,Clp Svc,Ld Type,ADOD,Fcr,Invoice Nbr,Status Cd,Shpr Cd,Computed
NV,CAR,NBAL,"531,022",01/01/01,04/03/23,"299,981","319,464",CON,F,03/29/23,"299,981",CARL054650,V,DIAMOND,NVCARNBAL299981CARL054650
NV,CAR,NBAL,"531,022",01/01/01,04/03/23,"299,981","319,463",CON,F,03/28/23,"299,981",CARL054650,V,DIAMOND,NVCARNBAL299981CARL054650
NV,CAR,NBAL,"531,022",01/01/01,04/03/23,"299,993","319,463",CON,F,03/28/23,"299,981",CARL054650,V,DIAMOND,NVCARNBAL299993CARL054650
NV,CAR,ATC,"531,152",05/05/23,05/03/23,"440,389","326,877",AOS,F,04/26/23,"440,389",CARL057568,P,SHYANGYING,NVCARATC440389CARL057568
NV,CAR,ATC,"531,155",04/05/23,04/05/23,"345,188","320,201",AOS,F,03/31/23,"345,188",CARL054410,P,SHYANGYING,NVCARATC345188CARL054410
NV,CAR,ATC,"531,155",04/05/23,04/05/23,"345,188","320,202",AOS,F,03/31/23,"345,188",CARL054410,P,SHYANGYING,NVCARATC345188CARL054410
NV,CAR,ATC,"531,155",04/05/23,04/05/23,"345,244","320,055",AOS,F,03/29/23,"345,244",CARL054411,P,FREEWELL,NVCARATC345244CARL054411
NV,CAR,ATC,"531,155",04/05/23,04/05/23,"345,245","320,055",AOS,F,03/29/23,"345,244",CARL054411,P,FREEWELL,NVCARATC345245CARL054411
NV,CAR,ATC,"531,155",04/05/23,04/05/23,"345,247","320,055",AOS,F,03/29/23,"345,244",CARL054411,P,FREEWELL,NVCARATC345247CARL054411
NV,CAR,EMCI,"531,323",04/05/23,04/05/23,"326,136","320,066",AOS,F,03/30/23,"326,136",CARL054408,P,NIDEC,NVCAREMCI326136CARL054408
NV,CAR,RSGC,"531,805",04/15/23,04/15/23,"299,746","320,665",CON,F,04/03/23,"299,746",CARL054895,P,VISTAR,NVCARRSGC299746CARL054895
NV,CAR,RSGC,"531,805",04/15/23,04/15/23,"299,746","320,665",CON,F,04/03/23,"299,746",CARL054637,P,VISTAR,NVCARRSGC299746CARL054637
NV,CAR,ATCSTS,"531,858",04/16/23,04/16/23,"355,150","322,418",AOS,F,04/08/23,"355,150",CARL054886,C,FREEWELL,NVCARATCSTS355150CARL054886
NV,CAR,ATCSTS,"531,858",04/16/23,04/16/23,"355,150","322,418",AOS,F,04/08/23,"355,150",CARL054885,C,FREEWELL,NVCARATCSTS355150CARL054885
NV,CAR,ATCSTS,"531,858",04/16/23,04/16/23,"355,150","322,418",AOS,F,04/08/23,"355,150",CARL054887,P,FREEWELL,NVCARATCSTS355150CARL054887
NV,CAR,ATCSTS,"531,858",04/16/23,04/16/23,"355,150","322,418",AOS,F,04/08/23,"355,150",CARL054884,C,FREEWELL,NVCARATCSTS355150CARL054884
NV,CAR,ATCSTS,"531,858",04/16/23,04/16/23,"355,151","322,559",AOS,A,04/07/2023,"355,151",CARL054881,P,DUYHUNG,NVCARATCSTS355151CARL054881
NV,CAR,ATCSTS,"531,858",04/16/23,04/16/23,"355,152","322,559",AOS,A,04/03/2023,"355,152",CARL054882,P,BEESCO,NVCARATCSTS355152CARL054882
NV,CAR,ATCSTS,"531,858",04/16/23,04/16/23,"355,153","322,559",AOS,A,04/07/2023,"355,153",CARL054883,P,POUYUEN,NVCARATCSTS355153CARL054883
NV,CAR,KIK,"532,038",04/03/23,04/04/23,"334,578","320,007",CON,F,03/30/23,"334,578",CARL054406,P,KDUCKIK,NVCARKIK334578CARL054406
NV,CAR,KIK,"532,038",04/03/23,04/04/23,"334,578","320,008",CON,F,03/30/23,"334,578",CARL054406,P,KDUCKIK,NVCARKIK334578CARL054406
NV,CAR,KIK,"532,038",04/03/23,04/04/23,"334,579","320,001",CON,F,03/30/23,"334,579",CARL054407,P,KDUCKIK,NVCARKIK334579CARL054407
NV,CAR,KIK,"532,038",04/03/23,04/04/23,"334,579","320,002",CON,F,03/30/23,"334,579",CARL054407,P,KDUCKIK,NVCARKIK334579CARL054407
NV,CAR,KIK,"532,053",04/03/23,04/03/23,"334,577","320,013",CON,F,03/30/23,"334,577",CARL054403,P,KDUCKIK,NVCARKIK334577CARL054403
NV,CAR,KIK,"532,053",04/03/23,04/03/23,"334,577","320,012",CON,F,03/30/23,"334,577",CARL054403,P,KDUCKIK,NVCARKIK334577CARL054403
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"304,837","320,489",CON,F,04/06/23,"304,837",CARL058341,P,POUHUNG2,NVCARNBAL304837CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,087","320,746",CON,F,04/06/23,"304,837",CARL058341,P,POUHUNG2,NVCARNBAL310087CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,088","320,746",CON,F,04/06/23,"304,837",CARL058341,P,POUHUNG2,NVCARNBAL310088CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,089","320,489",CON,F,04/06/23,"304,837",CARL058341,P,POUHUNG2,NVCARNBAL310089CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,090","320,718",CON,F,04/06/23,"304,837",CARL058341,P,POUHUNG2,NVCARNBAL310090CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,091","320,718",CON,F,04/06/23,"304,837",CARL058341,P,POUHUNG2,NVCARNBAL310091CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,092","320,746",CON,F,04/06/23,"304,837",CARL058341,P,POUHUNG2,NVCARNBAL310092CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,093","320,490",CON,F,04/06/23,"304,837",CARL058341,P,POUHUNG2,NVCARNBAL310093CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,094","320,490",CON,F,04/06/23,"304,837",CARL058341,P,POUHUNG2,NVCARNBAL310094CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,095","320,490",CON,F,04/06/23,"304,837",CARL058341,P,POUHUNG2,NVCARNBAL310095CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,096","320,718",CON,F,04/06/23,"304,837",CARL058341,P,POUHUNG2,NVCARNBAL310096CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,097","320,718",CON,F,04/06/23,"304,837",CARL058341,P,POUHUNG2,NVCARNBAL310097CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,109","320,746",CON,F,04/06/23,"304,837",CARL058341,P,POUHUNG2,NVCARNBAL310109CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"304,837","320,489",CON,F,04/06/23,"310,087",CARL058341,P,POUHUNG2,NVCARNBAL304837CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,087","320,746",CON,F,04/06/23,"310,087",CARL058341,P,POUHUNG2,NVCARNBAL310087CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,088","320,746",CON,F,04/06/23,"310,087",CARL058341,P,POUHUNG2,NVCARNBAL310088CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,089","320,489",CON,F,04/06/23,"310,087",CARL058341,P,POUHUNG2,NVCARNBAL310089CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,090","320,718",CON,F,04/06/23,"310,087",CARL058341,P,POUHUNG2,NVCARNBAL310090CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,091","320,718",CON,F,04/06/23,"310,087",CARL058341,P,POUHUNG2,NVCARNBAL310091CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,092","320,746",CON,F,04/06/23,"310,087",CARL058341,P,POUHUNG2,NVCARNBAL310092CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,093","320,490",CON,F,04/06/23,"310,087",CARL058341,P,POUHUNG2,NVCARNBAL310093CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,094","320,490",CON,F,04/06/23,"310,087",CARL058341,P,POUHUNG2,NVCARNBAL310094CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,095","320,490",CON,F,04/06/23,"310,087",CARL058341,P,POUHUNG2,NVCARNBAL310095CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,096","320,718",CON,F,04/06/23,"310,087",CARL058341,P,POUHUNG2,NVCARNBAL310096CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,097","320,718",CON,F,04/06/23,"310,087",CARL058341,P,POUHUNG2,NVCARNBAL310097CARL058341
NV,CAR,NBAL,"532,119",04/11/23,04/11/23,"310,109","320,746",CON,F,04/06/23,"310,087",CARL058341,P,POUHUNG2,NVCARNBAL310109CARL058341
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,136","319,498",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301136CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,136","319,498",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301136CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,156","319,492",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301156CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,156","319,492",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301156CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,157","319,487",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301157CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,157","319,487",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301157CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,158","319,492",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301158CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,158","319,492",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301158CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,178","319,492",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301178CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,178","319,492",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301178CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,179","319,492",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301179CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,179","319,492",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301179CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,184","319,487",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301184CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,184","319,487",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301184CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,185","319,487",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301185CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,185","319,487",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301185CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,186","319,487",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301186CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,186","319,487",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301186CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,187","319,487",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301187CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,187","319,487",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301187CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,188","319,487",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301188CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,188","319,487",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301188CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,189","319,487",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301189CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,189","319,487",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301189CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,200","319,492",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301200CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,200","319,492",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301200CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,242","319,498",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301242CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,242","319,498",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301242CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,256","319,492",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301256CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,256","319,492",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301256CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,257","319,492",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301257CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,257","319,492",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301257CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,258","319,492",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301258CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,258","319,492",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301258CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,259","319,492",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301259CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,259","319,492",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301259CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,260","319,498",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301260CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,260","319,498",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301260CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,261","319,498",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301261CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,261","319,498",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301261CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,262","319,498",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL301262CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"301,262","319,498",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL301262CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"304,817","319,498",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL304817CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"304,817","319,498",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL304817CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"309,370","319,498",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL309370CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"309,370","319,498",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL309370CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"309,386","319,498",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL309386CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"309,386","319,498",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL309386CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"309,387","319,498",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL309387CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"309,387","319,498",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL309387CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"309,431","319,498",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL309431CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"309,431","319,498",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL309431CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"309,432","319,498",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL309432CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"309,432","319,498",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL309432CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"309,434","319,498",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL309434CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"309,434","319,498",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL309434CARL056899
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"309,462","319,498",CON,F,03/28/23,"301,157",CARL055776,P,FREEVIEWVN,NVCARNBAL309462CARL055776
NV,CAR,NBAL,"532,154",04/01/23,04/01/23,"309,462","319,498",CON,F,03/28/23,"301,157",CARL056899,P,FREEVIEWVN,NVCARNBAL309462CARL056899
NV,CAR,ARMOUR,"532,477",04/03/23,04/03/23,"342,231","318,769",CON,A,03/17/2023,"342,231",CARL054897,V,ASIUA,NVCARARMOUR342231CARL054897
NV,CAR,ARMOUR,"532,477",04/03/23,04/03/23,"342,231","318,769",CON,A,03/17/2023,"342,231",CARL055783,P,ASIUA,NVCARARMOUR342231CARL055783
NV,CAR,ARMOUR,"532,479",04/02/23,04/02/23,"324,893","319,288",CON,A,03/27/2023,"324,893",CARL054266,P,ASIUA,NVCARARMOUR324893CARL054266
NV,CAR,JCREW,"532,509",05/18/23,05/18/23,"350,850","329,567",CON,F,05/13/23,"350,850",CARL058217,P,VICTOVN,NVCARJCREW350850CARL058217
NV,CAR,JCREW,"532,509",05/18/23,05/18/23,"350,855","329,567",CON,F,05/13/23,"350,850",CARL058217,P,VICTOVN,NVCARJCREW350855CARL058217
NV,CAR,JCREW,"532,509",05/18/23,05/18/23,"374,130","329,565",CON,F,05/13/23,"350,850",CARL058217,P,VICTOVN,NVCARJCREW374130CARL058217
NV,CAR,JCREW,"532,509",05/18/23,05/18/23,"400,767","330,147",CON,F,05/10/23,"400,767",CARL058217,P,SAITEXDN,NVCARJCREW400767CARL058217
NV,CAR,JCREW,"532,509",05/18/23,05/18/23,"400,767","331,387",CON,F,05/10/23,"400,767",CARL058916,P,SAITEXDN,NVCARJCREW400767CARL058916
NV,CAR,JCREW,"532,509",05/18/23,05/18/23,"400,767","330,147",CON,F,05/10/23,"400,767",CARL058916,P,SAITEXDN,NVCARJCREW400767CARL058916
NV,CAR,JCREW,"532,509",05/18/23,05/18/23,"400,767","331,387",CON,F,05/10/23,"400,767",CARL058217,P,SAITEXDN,NVCARJCREW400767CARL058217
NV,CAR,JCREW,"532,509",05/18/23,05/18/23,"400,767","330,147",CON,F,05/10/23,"497,005",CARL058217,P,SAITEXDN,NVCARJCREW400767CARL058217
NV,CAR,JCREW,"532,509",05/18/23,05/18/23,"400,767","331,387",CON,F,05/10/23,"497,005",CARL058217,P,SAITEXDN,NVCARJCREW400767CARL058217
NV,CAR,JCREW,"532,509",05/18/23,05/18/23,"400,767","331,387",CON,F,05/10/23,"497,005",CARL058916,P,SAITEXDN,NVCARJCREW400767CARL058916
NV,CAR,JCREW,"532,509",05/18/23,05/18/23,"400,767","330,147",CON,F,05/10/23,"497,005",CARL058916,P,SAITEXDN,NVCARJCREW400767CARL058916
NV,CAR,JCREW,"532,509",05/18/23,05/18/23,"400,768","331,387",CON,F,05/10/23,"497,005",CARL058916,P,SAITEXDN,NVCARJCREW400768CARL058916
NV,CAR,JCREW,"532,509",05/18/23,05/18/23,"400,768","331,387",CON,F,05/10/23,"497,005",CARL058217,P,SAITEXDN,NVCARJCREW400768CARL058217
NV,CAR,JCREW,"532,509",05/18/23,05/18/23,"471,591","331,387",CON,F,05/10/23,"497,005",CARL058916,P,SAITEXDN,NVCARJCREW471591CARL058916
NV,CAR,JCREW,"532,509",05/18/23,05/18/23,"471,591","331,387",CON,F,05/10/23,"497,005",CARL058217,P,SAITEXDN,NVCARJCREW471591CARL058217
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,690","322,211",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321690CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,718","322,211",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321718CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,719","322,203",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321719CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,721","322,203",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321721CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,723","322,203",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321723CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,724","322,203",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321724CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,725","322,203",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321725CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,726","322,204",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321726CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,727","322,203",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321727CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,729","322,201",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321729CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,730","322,200",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321730CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,731","322,200",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321731CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,788","322,205",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321788CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,789","322,204",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321789CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,796","322,205",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321796CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,798","322,205",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321798CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,799","322,205",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321799CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,800","322,201",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321800CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,801","322,211",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321801CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,802","322,200",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321802CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,803","322,200",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321803CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,806","322,211",CON,F,04/12/23,"321,719",CARL058343,P,POUHUNG2,NVCARNBAL321806CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,690","322,211",CON,F,04/12/23,"505,303",CARL058343,P,POUHUNG2,NVCARNBAL321690CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,718","322,211",CON,F,04/12/23,"505,303",CARL058343,P,POUHUNG2,NVCARNBAL321718CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,719","322,203",CON,F,04/12/23,"505,303",CARL058343,P,POUHUNG2,NVCARNBAL321719CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,721","322,203",CON,F,04/12/23,"505,303",CARL058343,P,POUHUNG2,NVCARNBAL321721CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,723","322,203",CON,F,04/12/23,"505,303",CARL058343,P,POUHUNG2,NVCARNBAL321723CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,724","322,203",CON,F,04/12/23,"505,303",CARL058343,P,POUHUNG2,NVCARNBAL321724CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,725","322,203",CON,F,04/12/23,"505,303",CARL058343,P,POUHUNG2,NVCARNBAL321725CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,726","322,204",CON,F,04/12/23,"505,303",CARL058343,P,POUHUNG2,NVCARNBAL321726CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,727","322,203",CON,F,04/12/23,"505,303",CARL058343,P,POUHUNG2,NVCARNBAL321727CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,729","322,201",CON,F,04/12/23,"505,303",CARL058343,P,POUHUNG2,NVCARNBAL321729CARL058343
NV,CAR,NBAL,"532,512",04/15/23,04/15/23,"321,730","322,200",CON,F,04/12/23,"505,303",CARL058343,P,POUHUNG2,NVCARNBAL321730CARL058343
