Cnty,Pol,Mstr_Cust,Child_Cust,Voy,ATD,ETD,Bk,Clp_Svc,Fcr,Invoice_Nbr,Sts,Creation_Dt,look_up_date,day_of_week,due_date
NV,SGN,NBAL,NBAL,534047,2001-01-01,2023-04-09,367854,ALM,,,,,2023-04-09,Sunday,2023-04-11
NV,SGN,NBAL,NBAL,534047,2001-01-01,2023-04-09,351025,ALM,,,,,2023-04-09,Sunday,2023-04-11
NV,SGN,NBAL,NBAL,534047,2001-01-01,2023-04-09,351026,ALM,,,,,2023-04-09,Sunday,2023-04-11
NV,SGN,NBAL,NBAL,534047,2001-01-01,2023-04-09,351033,ALM,,,,,2023-04-09,Sunday,2023-04-11
NV,SGN,NBAL,NBAL,534047,2001-01-01,2023-04-09,370907,ALM,,,,,2023-04-09,Sunday,2023-04-11
NV,SGN,NBAL,NBAL,534047,2001-01-01,2023-04-09,370917,ALM,,,,,2023-04-09,Sunday,2023-04-11
NV,SGN,PACSUN,PACSUN,534068,2001-01-01,2023-04-09,324057,ALM,324057,,,,2023-04-09,Sunday,2023-04-11
TH,BKK,NIKE,SWOOSH,142426,2001-01-01,2023-04-09,305905,ALM,,,,,2023-04-09,Sunday,2023-04-11
NV,SGN,NIKE,SWOOSH,534466,2001-01-01,2023-04-09,361328,ALM,,,,,2023-04-09,Sunday,2023-04-11
NV,SGN,NIKE,SWOOSH,534469,2001-01-01,2023-04-09,363953,ALM,,,,,2023-04-09,Sunday,2023-04-11
NV,SGN,NIKE,SWOOSH,534471,2001-01-01,2023-04-09,363977,ALM,,,,,2023-04-09,Sunday,2023-04-11
NV,SGN,NIKE,SWOOSH,534472,2001-01-01,2023-04-09,363954,ALM,,,,,2023-04-09,Sunday,2023-04-11
NV,SGN,NIKE,SWOOSH,534473,2001-01-01,2023-04-09,363955,ALM,,,,,2023-04-09,Sunday,2023-04-11
NV,SGN,NIKE,SWOOSH,534479,2001-01-01,2023-04-09,371715,ALM,,,,,2023-04-09,Sunday,2023-04-11
NV,SGN,NIKE,SWOOSH,534480,2001-01-01,2023-04-09,371745,ALM,,,,,2023-04-09,Sunday,2023-04-11
NV,SGN,NIKE,SWOOSH,534475,2001-01-01,2023-04-10,363935,ALM,,,,,2023-04-10,Monday,2023-04-11
NV,SGN,NIKE,SWOOSH,534481,2001-01-01,2023-04-10,371716,ALM,,,,,2023-04-10,Monday,2023-04-11
NV,SGN,NIKE,SWOOSH,534482,2001-01-01,2023-04-10,371717,ALM,,,,,2023-04-10,Monday,2023-04-11
NV,HNA,VFC,OUTDOR,533987,2001-01-01,2023-04-10,347980,ALM,347980,,,,2023-04-10,Monday,2023-04-11
NV,HPZ,NIKE,SWOOSH,533839,2023-04-11,2023-04-11,382479,ALM,,,,,2023-04-11,Tuesday,2023-04-12
CB,PNH,NIKE,SWOOSH,98132,2001-01-01,2023-04-11,540159,ALM,,,,,2023-04-11,Tuesday,2023-04-12
NV,HNA,VFC,OUTDOR,534126,2001-01-01,2023-04-11,378972,ALM,378972,,,,2023-04-11,Tuesday,2023-04-12
NV,HNA,VFC,OUTDOR,534128,2001-01-01,2023-04-11,379594,ALM,379594,,,,2023-04-11,Tuesday,2023-04-12
CB,PNH,JCI,JCREW,97905,2001-01-01,2023-04-11,537330,ALM,537330,,,,2023-04-11,Tuesday,2023-04-12
NV,SGN,NIKE,SWOOSH,535432,2001-01-01,2023-04-11,382512,ALM,,,,,2023-04-11,Tuesday,2023-04-12
NV,SGN,NIKE,SWOOSH,535443,2001-01-01,2023-04-11,380369,ALM,,,,,2023-04-11,Tuesday,2023-04-12
NV,SGN,NIKE,SWOOSH,535445,2001-01-01,2023-04-11,382549,ALM,,,,,2023-04-11,Tuesday,2023-04-12
CB,PNH,LVSCO,LEVI,98221,2001-01-01,2023-04-11,541031,ALM,541031,,,,2023-04-11,Tuesday,2023-04-12
NV,SGN,NIKE,SWOOSH,535497,2001-01-01,2023-04-11,382510,ALM,,,,,2023-04-11,Tuesday,2023-04-12
NV,SGN,NIKE,SWOOSH,535499,2001-01-01,2023-04-11,380372,ALM,,,,,2023-04-11,Tuesday,2023-04-12
NV,SGN,NIKE,SWOOSH,534491,2001-01-01,2023-04-11,367703,ALM,,,,,2023-04-11,Tuesday,2023-04-12
NV,SGN,NIKE,SWOOSH,534491,2001-01-01,2023-04-11,367703,ALM,,,,,2023-04-11,Tuesday,2023-04-12
NV,SGN,NIKE,SWOOSH,534491,2001-01-01,2023-04-11,367703,ALM,,,,,2023-04-11,Tuesday,2023-04-12
NV,HNA,AEO,AEO,533496,2023-04-11,2023-04-11,338892,EAS,326615,,,,2023-04-11,Tuesday,2023-04-12
NV,HNA,AEO,AEO,533496,2023-04-11,2023-04-11,338895,EAS,326615,,,,2023-04-11,Tuesday,2023-04-12
NV,HNA,AEO,AEO,533496,2023-04-11,2023-04-11,344572,EAS,326615,,,,2023-04-11,Tuesday,2023-04-12
NV,HNA,AEO,AEO,533496,2023-04-11,2023-04-11,326615,EAS,326615,,,,2023-04-11,Tuesday,2023-04-12
NV,SGN,VFC,OUTDOR,534282,2001-01-01,2023-04-12,379468,ALM,379468,,,,2023-04-12,Wednesday,2023-04-13
ID,CKG,NBAL,NBAL,293643,2001-01-01,2023-04-12,539841,ALM,,,,,2023-04-12,Wednesday,2023-04-13
ID,CKG,NBAL,NBAL,293644,2001-01-01,2023-04-12,539842,ALM,,,,,2023-04-12,Wednesday,2023-04-13
ID,CKG,NBAL,NBAL,293645,2001-01-01,2023-04-12,530949,ALM,,,,,2023-04-12,Wednesday,2023-04-13
TH,BKK,NBAL,NBAL,142360,2001-01-01,2023-04-12,307111,ALM,,,,,2023-04-12,Wednesday,2023-04-13
NV,HNA,VFC,OUTDOR,534300,2001-01-01,2023-04-12,382603,ALM,382603,,,,2023-04-12,Wednesday,2023-04-13
NV,HNA,VFC,OUTDOR,534304,2001-01-01,2023-04-12,358164,ALM,358164,,,,2023-04-12,Wednesday,2023-04-13
NV,HNA,VFC,OUTDOR,534318,2001-01-01,2023-04-12,375953,ALM,375953,,,,2023-04-12,Wednesday,2023-04-13
NV,HNA,VFC,OUTDOR,534319,2001-01-01,2023-04-12,358165,ALM,358165,,,,2023-04-12,Wednesday,2023-04-13
ID,CKG,VFC,OUTDOR,293197,2001-01-01,2023-04-12,530250,ALM,530250,,,,2023-04-12,Wednesday,2023-04-13
NV,SGN,NBAL,NBAL,534355,2001-01-01,2023-04-12,382928,ALM,,,,,2023-04-12,Wednesday,2023-04-13
NV,SGN,NBAL,NBAL,534359,2001-01-01,2023-04-12,362927,ALM,,,,,2023-04-12,Wednesday,2023-04-13
ID,JKT,NIKE,SWOOSH,294089,2001-01-01,2023-04-12,535313,ALM,,,,,2023-04-12,Wednesday,2023-04-13
NV,SGN,VFC,OUTDOR,534281,2001-01-01,2023-04-13,395924,ALM,395924,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,VFC,OUTDOR,534281,2001-01-01,2023-04-13,395921,ALM,395921,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,VFC,OUTDOR,534281,2001-01-01,2023-04-13,379492,ALM,379492,,,,2023-04-13,Thursday,2023-04-14
ID,JKT,NIKE,SWOOSH,293180,2001-01-01,2023-04-13,531911,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535400,2001-01-01,2023-04-13,381897,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535401,2001-01-01,2023-04-13,381898,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535402,2001-01-01,2023-04-13,381899,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535403,2001-01-01,2023-04-13,381900,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535404,2001-01-01,2023-04-13,381917,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535405,2001-01-01,2023-04-13,381918,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535406,2001-01-01,2023-04-13,381919,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535408,2001-01-01,2023-04-13,381921,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535409,2001-01-01,2023-04-13,381922,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535410,2001-01-01,2023-04-13,381909,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535411,2001-01-01,2023-04-13,381910,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535412,2001-01-01,2023-04-13,381911,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535413,2001-01-01,2023-04-13,381912,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535414,2001-01-01,2023-04-13,381913,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535416,2001-01-01,2023-04-13,381908,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535417,2001-01-01,2023-04-13,381905,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535418,2001-01-01,2023-04-13,381907,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535419,2001-01-01,2023-04-13,381890,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535420,2001-01-01,2023-04-13,381891,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535422,2001-01-01,2023-04-13,381893,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535423,2001-01-01,2023-04-13,381889,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535424,2001-01-01,2023-04-13,381894,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535425,2001-01-01,2023-04-13,381895,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535426,2001-01-01,2023-04-13,381896,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535427,2001-01-01,2023-04-13,381904,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535428,2001-01-01,2023-04-13,381914,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535429,2001-01-01,2023-04-13,381915,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535430,2001-01-01,2023-04-13,381887,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535433,2001-01-01,2023-04-13,382551,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535435,2001-01-01,2023-04-13,397003,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535437,2001-01-01,2023-04-13,386275,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535439,2001-01-01,2023-04-13,386273,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535440,2001-01-01,2023-04-13,386274,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535441,2001-01-01,2023-04-13,381115,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535442,2001-01-01,2023-04-13,381117,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535446,2001-01-01,2023-04-13,381274,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535447,2001-01-01,2023-04-13,381284,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535450,2001-01-01,2023-04-13,380043,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535451,2001-01-01,2023-04-13,380057,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535452,2001-01-01,2023-04-13,378838,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NBAL,NBAL,534430,2001-01-01,2023-04-13,362926,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NBAL,NBAL,534430,2001-01-01,2023-04-13,430878,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NBAL,NBAL,534430,2001-01-01,2023-04-13,379158,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535492,2001-01-01,2023-04-13,381916,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535493,2001-01-01,2023-04-13,381901,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535494,2001-01-01,2023-04-13,381902,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535495,2001-01-01,2023-04-13,381903,ALM,,,,,2023-04-13,Thursday,2023-04-14
NV,SGN,NIKE,SWOOSH,535496,2001-01-01,2023-04-13,381888,ALM,,,,,2023-04-13,Thursday,2023-04-14
ID,CKG,ATC,ATC,293347,2023-04-13,2023-04-13,537468,ALM,537468,,,,2023-04-13,Thursday,2023-04-14
NV,HPZ,LII,LIICO,534250,2023-04-13,2023-04-13,389870,EAS,,,,,2023-04-13,Thursday,2023-04-14
NV,HNA,VFC,OUTDOR,534546,2001-01-01,2023-04-14,378971,ALM,378971,,,,2023-04-14,Friday,2023-04-17
ID,JKT,NIKE,SWOOSH,293182,2001-01-01,2023-04-14,531694,ALM,,,,,2023-04-14,Friday,2023-04-17
NV,SGN,JCI,JCREW,532822,2001-01-01,2023-04-14,357113,ALM,357111,,,,2023-04-14,Friday,2023-04-17
NV,SGN,JCI,JCREW,532822,2001-01-01,2023-04-14,357666,ALM,357111,,,,2023-04-14,Friday,2023-04-17
NV,SGN,JCI,JCREW,532822,2001-01-01,2023-04-14,357122,ALM,357111,,,,2023-04-14,Friday,2023-04-17
NV,SGN,JCI,JCREW,532822,2001-01-01,2023-04-14,357120,ALM,357111,,,,2023-04-14,Friday,2023-04-17
NV,SGN,JCI,JCREW,532822,2001-01-01,2023-04-14,357114,ALM,357111,,,,2023-04-14,Friday,2023-04-17
NV,SGN,JCI,JCREW,532822,2001-01-01,2023-04-14,357111,ALM,357111,,,,2023-04-14,Friday,2023-04-17
NV,SGN,JCI,JCREW,534622,2001-01-01,2023-04-14,348903,ALM,348902,,,,2023-04-14,Friday,2023-04-17
NV,SGN,JCI,JCREW,534622,2001-01-01,2023-04-14,348902,ALM,348902,,,,2023-04-14,Friday,2023-04-17
NV,HNA,ESPRIT,ESPRIT,533858,2001-01-01,2023-04-14,389434,ALM,389434,,,,2023-04-14,Friday,2023-04-17
NV,SGN,JCI,JCREW,532839,2001-01-01,2023-04-14,357669,ALM,357669,,,,2023-04-14,Friday,2023-04-17
NV,SGN,JCI,JCREW,532839,2001-01-01,2023-04-14,376654,ALM,376654,,,,2023-04-14,Friday,2023-04-17
NV,SGN,JCI,JCREW,532839,2001-01-01,2023-04-14,357664,ALM,357664,,,,2023-04-14,Friday,2023-04-17
NV,SGN,NIKE,SWOOSH,535453,2001-01-01,2023-04-14,387112,ALM,,,,,2023-04-14,Friday,2023-04-17
NV,SGN,NBAL,NBAL,534691,2001-01-01,2023-04-14,396240,ALM,,,,,2023-04-14,Friday,2023-04-17
NV,HNA,ATC,ATC,534007,2023-04-14,2023-04-14,392817,ALM,392817,,,,2023-04-14,Friday,2023-04-17
NV,SGN,PACSUN,PACSUN,534795,2001-01-01,2023-04-15,343564,ALM,343564,,,,2023-04-15,Saturday,2023-04-18
ID,JKT,NIKE,SWOOSH,293177,2001-01-01,2023-04-15,535464,ALM,,,,,2023-04-15,Saturday,2023-04-18
ID,JKT,NIKE,SWOOSH,293177,2001-01-01,2023-04-15,531718,ALM,,,,,2023-04-15,Saturday,2023-04-18
ID,JKT,NIKE,SWOOSH,293177,2001-01-01,2023-04-15,535315,ALM,,,,,2023-04-15,Saturday,2023-04-18
NV,HPZ,NIKE,SWOOSH,534330,2023-04-15,2023-04-15,395518,ALM,,,,,2023-04-15,Saturday,2023-04-18
ID,JKT,NIKE,SWOOSH,293179,2001-01-01,2023-04-15,535317,ALM,,,,,2023-04-15,Saturday,2023-04-18
ID,JKT,NIKE,SWOOSH,293179,2001-01-01,2023-04-15,535314,ALM,,,,,2023-04-15,Saturday,2023-04-18
ID,JKT,NIKE,SWOOSH,293179,2001-01-01,2023-04-15,535316,ALM,,,,,2023-04-15,Saturday,2023-04-18
ID,JKT,NIKE,SWOOSH,293179,2001-01-01,2023-04-15,535318,ALM,,,,,2023-04-15,Saturday,2023-04-18
NV,HPZ,NIKE,SWOOSH,534333,2023-04-15,2023-04-15,386545,ALM,,,,,2023-04-15,Saturday,2023-04-18
NV,SGN,NBAL,NBAL,534883,2001-01-01,2023-04-15,389182,ALM,,,,,2023-04-15,Saturday,2023-04-18
NV,SGN,NBAL,NBAL,534883,2001-01-01,2023-04-15,389180,ALM,,,,,2023-04-15,Saturday,2023-04-18
NV,SGN,NBAL,NBAL,534883,2001-01-01,2023-04-15,389205,ALM,,,,,2023-04-15,Saturday,2023-04-18
NV,SGN,NIKE,SWOOSH,535421,2001-01-01,2023-04-15,381892,ALM,,,,,2023-04-15,Saturday,2023-04-18
NV,SGN,NIKE,SWOOSH,535448,2001-01-01,2023-04-15,387820,ALM,,,,,2023-04-15,Saturday,2023-04-18
NV,SGN,NIKE,SWOOSH,535454,2001-01-01,2023-04-15,387110,ALM,,,,,2023-04-15,Saturday,2023-04-18
NV,SGN,NIKE,SWOOSH,535455,2001-01-01,2023-04-15,387111,ALM,,,,,2023-04-15,Saturday,2023-04-18
NV,SGN,NIKE,SWOOSH,535456,2001-01-01,2023-04-15,381114,ALM,,,,,2023-04-15,Saturday,2023-04-18
NV,SGN,NIKE,SWOOSH,535457,2001-01-01,2023-04-15,378840,ALM,,,,,2023-04-15,Saturday,2023-04-18
ID,CKG,NBAL,NBAL,295585,2001-01-01,2023-04-15,551990,ALM,,,,,2023-04-15,Saturday,2023-04-18
ID,CKG,VFC,OUTDOR,293283,2001-01-01,2023-04-15,532283,ALM,532283,,,,2023-04-15,Saturday,2023-04-18
ID,JKT,NIKE,SWOOSH,294086,2001-01-01,2023-04-15,536160,ALM,,,,,2023-04-15,Saturday,2023-04-18
ID,JKT,NIKE,SWOOSH,294086,2001-01-01,2023-04-15,536168,ALM,,,,,2023-04-15,Saturday,2023-04-18
ID,JKT,NIKE,SWOOSH,294087,2001-01-01,2023-04-15,536167,ALM,,,,,2023-04-15,Saturday,2023-04-18
ID,JKT,NIKE,SWOOSH,294087,2001-01-01,2023-04-15,536163,ALM,,,,,2023-04-15,Saturday,2023-04-18
ID,JKT,NIKE,SWOOSH,294088,2001-01-01,2023-04-15,535537,ALM,,,,,2023-04-15,Saturday,2023-04-18
ID,JKT,NIKE,SWOOSH,294088,2001-01-01,2023-04-15,535536,ALM,,,,,2023-04-15,Saturday,2023-04-18
ID,JKT,NIKE,SWOOSH,294090,2001-01-01,2023-04-15,535535,ALM,,,,,2023-04-15,Saturday,2023-04-18
NV,HPZ,JCI,JCREW,533719,2023-04-15,2023-04-15,379835,ALM,379835,,,,2023-04-15,Saturday,2023-04-18
ID,JKT,NIKE,SWOOSH,293176,2001-01-01,2023-04-16,531689,ALM,,,,,2023-04-16,Sunday,2023-04-18
ID,JKT,NIKE,SWOOSH,293176,2001-01-01,2023-04-16,531681,ALM,,,,,2023-04-16,Sunday,2023-04-18
ID,JKT,NIKE,SWOOSH,293176,2001-01-01,2023-04-16,531992,ALM,,,,,2023-04-16,Sunday,2023-04-18
NV,SGN,NBAL,NBAL,534885,2001-01-01,2023-04-16,389202,ALM,,,,,2023-04-16,Sunday,2023-04-18
NV,SGN,NBAL,NBAL,534885,2001-01-01,2023-04-16,389199,ALM,,,,,2023-04-16,Sunday,2023-04-18
NV,SGN,NBAL,NBAL,534885,2001-01-01,2023-04-16,389213,ALM,,,,,2023-04-16,Sunday,2023-04-18
NV,SGN,NIKE,SWOOSH,535431,2001-01-01,2023-04-16,382489,ALM,,,,,2023-04-16,Sunday,2023-04-18
NV,SGN,NIKE,SWOOSH,535434,2001-01-01,2023-04-16,387819,ALM,,,,,2023-04-16,Sunday,2023-04-18
NV,SGN,NIKE,SWOOSH,535436,2001-01-01,2023-04-16,400393,ALM,,,,,2023-04-16,Sunday,2023-04-18
NV,SGN,NIKE,SWOOSH,535449,2001-01-01,2023-04-16,382548,ALM,,,,,2023-04-16,Sunday,2023-04-18
ID,JKT,NIKE,SWOOSH,294085,2001-01-01,2023-04-16,535534,ALM,,,,,2023-04-16,Sunday,2023-04-18
ID,JKT,NIKE,SWOOSH,294085,2001-01-01,2023-04-16,535538,ALM,,,,,2023-04-16,Sunday,2023-04-18
ID,JKT,NIKE,SWOOSH,294091,2001-01-01,2023-04-16,536169,ALM,,,,,2023-04-16,Sunday,2023-04-18
ID,JKT,NIKE,SWOOSH,294091,2001-01-01,2023-04-16,536162,ALM,,,,,2023-04-16,Sunday,2023-04-18
ID,JKT,NIKE,SWOOSH,294092,2001-01-01,2023-04-16,536164,ALM,,,,,2023-04-16,Sunday,2023-04-18
ID,JKT,NIKE,SWOOSH,294092,2001-01-01,2023-04-16,536165,ALM,,,,,2023-04-16,Sunday,2023-04-18
NV,SGN,VFC,OUTDOR,534740,2001-01-01,2023-04-16,391286,ALM,391286,,,,2023-04-16,Sunday,2023-04-18
ID,JKT,NIKE,SWOOSH,293860,2001-01-01,2023-04-16,535533,ALM,,,,,2023-04-16,Sunday,2023-04-18
ID,JKT,NIKE,SWOOSH,293860,2001-01-01,2023-04-16,535539,ALM,,,,,2023-04-16,Sunday,2023-04-18
ID,JKT,NIKE,SWOOSH,293861,2001-01-01,2023-04-16,536166,ALM,,,,,2023-04-16,Sunday,2023-04-18
ID,JKT,NIKE,SWOOSH,293861,2001-01-01,2023-04-16,536161,ALM,,,,,2023-04-16,Sunday,2023-04-18
NV,HPZ,NIKE,SWOOSH,534249,2023-04-16,2023-04-16,378439,ALM,,,,,2023-04-16,Sunday,2023-04-18
NV,HPZ,NIKE,SWOOSH,534690,2023-04-17,2023-04-17,390074,ALM,,,,,2023-04-17,Monday,2023-04-18
ID,CKG,VFC,OUTDOR,293551,2001-01-01,2023-04-17,534795,ALM,534795,,,,2023-04-17,Monday,2023-04-18
NV,SGN,PACSUN,PACSUN,535590,2001-01-01,2023-04-18,389451,ALM,389451,,,,2023-04-18,Tuesday,2023-04-19
NV,SGN,PACSUN,PACSUN,535592,2001-01-01,2023-04-18,390266,ALM,390266,,,,2023-04-18,Tuesday,2023-04-19
ID,CKG,NBAL,NBAL,293684,2001-01-01,2023-04-18,541034,ALM,,,,,2023-04-18,Tuesday,2023-04-19
NV,HNA,ESPRIT,ESPRIT,532590,2001-01-01,2023-04-18,348739,ALM,348739,,,,2023-04-18,Tuesday,2023-04-19
TH,BKK,NBAL,NBAL,142446,2001-01-01,2023-04-18,308927,ALM,,,,,2023-04-18,Tuesday,2023-04-19
NV,HNA,VFC,OUTDOR,534967,2001-01-01,2023-04-18,398547,ALM,398547,,,,2023-04-18,Tuesday,2023-04-19
NV,HPZ,NIKE,CONVRS,533727,2023-04-18,2023-04-18,386256,ALM,,,,,2023-04-18,Tuesday,2023-04-19
NV,HPZ,NIKE,CONVRS,533729,2023-04-18,2023-04-18,386272,ALM,,,,,2023-04-18,Tuesday,2023-04-19
NV,HPZ,NIKE,CONVRS,533730,2023-04-18,2023-04-18,386266,ALM,,,,,2023-04-18,Tuesday,2023-04-19
NV,HPZ,NIKE,CONVRS,533730,2023-04-18,2023-04-18,386267,ALM,,,,,2023-04-18,Tuesday,2023-04-19
ID,CKG,VFC,OUTDOR,293627,2001-01-01,2023-04-18,532982,ALM,532982,,,,2023-04-18,Tuesday,2023-04-19
ID,CKG,VFC,OUTDOR,293640,2001-01-01,2023-04-19,539909,ALM,539909,,,,2023-04-19,Wednesday,2023-04-20
ID,JKT,NIKE,SWOOSH,293181,2001-01-01,2023-04-19,534364,ALM,,,,,2023-04-19,Wednesday,2023-04-20
NV,HNA,VFC,OUTDOR,534986,2001-01-01,2023-04-19,418552,ALM,418552,,,,2023-04-19,Wednesday,2023-04-20
NV,SGN,NIKE,SWOOSH,535498,2001-01-01,2023-04-19,400395,ALM,,,,,2023-04-19,Wednesday,2023-04-20
TH,BKK,DICKS,DICKS,142549,2001-01-01,2023-04-19,303658,ALM,303658,,,,2023-04-19,Wednesday,2023-04-20
TH,BKK,DICKS,DICKS,142550,2001-01-01,2023-04-19,303654,ALM,303654,,,,2023-04-19,Wednesday,2023-04-20
TH,BKK,DICKS,DICKS,142551,2001-01-01,2023-04-19,303656,ALM,303656,,,,2023-04-19,Wednesday,2023-04-20
TH,BKK,DICKS,DICKS,142552,2001-01-01,2023-04-19,303655,ALM,303655,,,,2023-04-19,Wednesday,2023-04-20
TH,BKK,DICKS,DICKS,142553,2001-01-01,2023-04-19,303653,ALM,303653,,,,2023-04-19,Wednesday,2023-04-20
NV,SGN,NIKE,SWOOSH,536046,2001-01-01,2023-04-19,397006,ALM,,,,,2023-04-19,Wednesday,2023-04-20
NV,SGN,NIKE,SWOOSH,536051,2001-01-01,2023-04-19,399614,ALM,,,,,2023-04-19,Wednesday,2023-04-20
NV,SGN,NIKE,SWOOSH,536052,2001-01-01,2023-04-19,399613,ALM,,,,,2023-04-19,Wednesday,2023-04-20
CB,PNH,JCI,JCREW,98332,2001-01-01,2023-04-20,541698,ALM,541698,,,,2023-04-20,Thursday,2023-04-21
CB,PNH,JCI,JCREW,98332,2001-01-01,2023-04-20,541701,ALM,541698,,,,2023-04-20,Thursday,2023-04-21
TH,BKK,NIKE,SWOOSH,142621,2001-01-01,2023-04-20,308414,ALM,,,,,2023-04-20,Thursday,2023-04-21
TH,BKK,AEO,AEOMIX,142110,2001-01-01,2023-04-20,304344,EAS,304344,,,,2023-04-20,Thursday,2023-04-21
TH,BKK,AEO,AEOMIX,142110,2001-01-01,2023-04-20,304336,EAS,304336,,,,2023-04-20,Thursday,2023-04-21
TH,BKK,AEO,AEOMIX,142110,2001-01-01,2023-04-20,304338,EAS,304338,,,,2023-04-20,Thursday,2023-04-21
TH,BKK,AEO,AEOMIX,142110,2001-01-01,2023-04-20,304341,EAS,304341,,,,2023-04-20,Thursday,2023-04-21
TH,BKK,AEO,AEOMIX,142110,2001-01-01,2023-04-20,304337,EAS,304343,,,,2023-04-20,Thursday,2023-04-21
TH,BKK,AEO,AEOMIX,142110,2001-01-01,2023-04-20,305564,EAS,305564,,,,2023-04-20,Thursday,2023-04-21
TH,BKK,AEO,AEOMIX,142110,2001-01-01,2023-04-20,305567,EAS,305567,,,,2023-04-20,Thursday,2023-04-21
TH,BKK,AEO,AEOMIX,142110,2001-01-01,2023-04-20,304339,EAS,304339,,,,2023-04-20,Thursday,2023-04-21
TH,BKK,AEO,AEOMIX,142110,2001-01-01,2023-04-20,305566,EAS,305566,,,,2023-04-20,Thursday,2023-04-21
TH,BKK,AEO,AEOMIX,142110,2001-01-01,2023-04-20,304346,EAS,304346,,,,2023-04-20,Thursday,2023-04-21
